capacity, state, code, herb, height, tonnes
  296.1,open,1!71{1E}HL,Borage,50,9796
  507.4,open,8!37{4A}XL,Fennel,52,7531
    6.7,close,8!14{8Y}HK,Basil,23,2235
  622.2,open,8!99{9B}ZQ,Coriander,12,2717
  571.3,close,8!74{8B}HB,Basil,47,2916
  208.4,open,2!05{7V}TY,Sage,11,4373
  574.0,open,6!93{6L}AC,Bergamot,53,863
  504.2,open,6!46{4L}KM,Basil,16,802
  451.9,open,8!02{3C}VS,Bay,19,625
  629.0,open,5!97{0F}SJ,Sage,46,11005
  162.9,close,8!89{1E}KC,Coriander,47,9076
  656.2,close,9!09{2N}JB,Sage,44,9865
  196.7,close,6!04{1P}PE,Bergamot,52,4455
  416.0,close,9!35{7P}CE,Borage,52,5335
  220.2,close,5!89{0T}SI,Coriander,52,1698
   35.2,open,1!39{8R}ZY,Thyme,25,10364
  262.1,close,680{9R}CJ,Bergamot,49,3610
  616.7,open,2!24{4H}IL,Basil,29,3044
  513.4,close,2!04{5C}XZ,Dill,8,6157
   78.9,close,4!65{7D}ET,Mint,45,151
  377.7,close,5!03{0U}GL,Dill,48,6342
  191.0,open,7!68{3Z}IQ,Basil,51,1848
  672.8,close,6!18{7Y}DI,Fennel,44,10275
   42.5,open,0!81{7O}CU,Bay,54,527
  101.1,close,2!28{3U}PX,Oregano,45,7004
  617.8,open,7!45{3F}QT,Borage,48,11153
  264.3,open,3!62{6N}FZ,Sage,45,511
  507.5,open,9!73{5Z}XQ,Dill,21,1593
  170.2,close,2!73{1B}JA,Dill,15,3146
  468.8,open,8!43{<E}BY,Coriander,51,1778
  587.0,open,2!59{9H}BA,Dill,53,11487
  561.3,close,3!64{5D}JO,Fennel,54,962
  260.9,open,7!73{6H}rO,Thyme,45,55
   68.2,open,8!51{3I}LZ,Rosemary,45,1282
  198.0,open,0!92{3Q}CL,Thyme,52,2295
  558.9,close,9!03{5S}WY,Thyme,45,6482
 2961.7,close,2!52{4N}WW,Thyme,46,3424
  134.9,open,6!25{8G}BS,Rosemary,52,1151
  183.0,close,1!08{4R}UH,Bergamot,45,9371
  290.4,close,4!4{2F}BC,Dill,47,1926
  205.9,close,1!24{3P}IJ,Rosemary,41,161
  105.1,close,8!4865H}PE,Dill,46,5874
  376.8,close,5!15{6D}CR,Bay,52,4141
  449.5,open,9!38{8Y}BY,Bay,54,2190
  491.3,close,3!83{5J}EW,Bergamot,46,399
  143.9,open,4!07{6X}XJ,Bergamot,53,1027
  217.4,open,2!36{2J}PL,Sage,51,1434
  530.9,open,7!52{4+}BL,Bay,49,1739
  111.3,open,2!12{4I}IH,Thyme,51,7641
   90.4,open,3!01{5D}WA,Thyme,54,722
  142.2,open,5!59{2W}VD,Marjoram,52,3343
  476.8,close,5!19{5L}MW,Mint,48,449
  355.9,open,3!45{4z}RH,Oregano,12,2229
   99.1,close,6!38{6L}PD,Basil,14,1939
  143.6,close,2!99{6D}XV,Fennel,54,11102
  491.5,close,9!35{1P}GK,Bay,49,3096
  412.9,open,2!25{7G}NR,Marjoram,30,4285
   13.3,close,9!60{5L}UL,Bay,17,280
 1907.3,close,3!29{4L}UG,Rosemary,40,1559
  112.6,close,3!26{8G}bJ,Marjoram,32,1794
 1860.8,close,5!31{4P}UK,Basil,18,3204
  573.6,open,7!58{4O}MB,Borage,50,3326
  273.9,close,0!50{5H}LN,Thyme,51,3057
   23.7,close,4!07{0E}BT,Coriander,49,2886
  562.0,close,2!03{8A}MZ,Coriander,48,1261
  285.5,close,0!41{5O}AB,Rosemary,54,2678
  122.9,close,3!19{7V}HC,Coriander,50,6103
  574.4,close,0!1O{1V}VJ,Bergamot,46,2484
 2885.5,open,8!68{3C}DD,Sage,25,524
 1389.6,open,8!18{1G}JS,Thyme,44,10431
 2541.2,close,3!56{0P}II,Coriander,41,160
 2200.2,close,8!49{6V}RQ,Fennel,46,1486
 3579.3,open,9!01{2W}ES,Dill,53,1695
   71.5,open,3!78{[C}YA,Bergamot,47,9567
  172.8,close,6!58{9P}QX,Marjoram,51,2052
 1078.5,close,4!94{6Q}DM,Dill,21,3250
 1139.6,open,1!96{8J}BK,Sage,38,9163
  491.4,open,4!02{6G}MA,Mint,54,9606
  421.9,close,5!18{HO}IO,Marjoram,52,1095
  509.3,close,7!31{1R}JC,Mint,45,2014
  395.3,close,4!38{7H}FZ,Rosemary,50,879
  233.8,open,3!42{8Z}PL,Coriander,51,3381
  437.3,open,9!72{5W}YR,Bay,11,462
 3538.9,open,4!64n4T}JB,Basil,18,6400
  301.0,open,2!61{2S}HV,Dill,33,2752
   40.1,open,5!46{1K}GH,Fennel,45,1606
  499.1,close,2!45{2A}ZY,Bay,49,3113
  600.0,close,4!93{0I}JB,Basil,47,2321
  647.8,close,0!44{4D}MG,Borage,49,342
  157.2,open,9!76{7B}RN,Mint,20,11498
   89.1,open,2!21{4D}PA,Fennel,44,6536
  252.7,open,9!87{8U}EA,Rosemary,52,8845
  627.5,open,8!72{5E}eC,Bergamot,50,1139
  422.2,open,3!84{6Y}DH,Oregano,49,1056
  429.0,close,9!51{9Q}OW,Sage,52,422
  431.9,close,8!61{3Y]}IW,Thyme,37,3343
  602.3,close,9!66{6I}KK,Rosemary,52,2688
   73.5,open,5!35{7O}ED,Thyme,53,1479
  623.0,close,0!76{0U}PM,Coriander,35,5705
   24.4,close,5!84{2E}KH,Basil,51,1730
  231.1,close,7!12{0U6UZ,Coriander,23,4335
  237.7,close,2!33{9X}QF,Rosemary,26,147
  655.8,open,7!55{4R}ML,Oregano,53,1681
   82.3,close,1!12{7A}QY,Fennel,51,1041
  280.2,close,8!87{1W}RU,Bergamot,18,1127
  506.9,open,2!g2{7A}ED,Bay,29,213
  208.6,close,2!37{3X}ZS,Mint,42,1461
  160.8,open,6!59{8U}SW,Mint,48,3121
  642.0,close,1!91{3Y}JI,Bergamot,22,2315
   49.0,open,9!14{8F}FH,Marjoram,53,9514
    3.2,close,9!21{9X}NQ,Oregano,38,3367
  351.5,close,5!28{5B}HG,Basil,48,1859
  256.1,open,4!98{1B}QU,Marjoram,41,134
    9.0,open,8!10{3Z}GM,Bay,50,1213
  398.5,open,9!21{8K}Y,Rosemary,46,243
  172.3,close,3!36{6L}JS,Fennel,50,10346
 2745.3,close,2!08{3Y}VS,Sage,34,10681
 2378.9,open,8!71{4Y}JF,Borage,24,1843
  633.9,close,9!66{3B}GG,Mint,22,8601
   48.3,close,1!65{0W}TB,Mint,51,3507
  145.8,close,5!39{1W}RB,Thyme,54,1824
   27.4,open,2!37{5D}OU,Rosemary,54,2960
  406.8,open,8!06{2S}LC,Marjoram,45,1696
  271.1,close,6!91{6E}CQ,Coriander,51,485
  389.4,open,9!24{6F}YU,Thyme,47,11046
  105.0,close,0!45{0L}PB,Fennel,45,2374
  670.8,close,0!66{3E}GB,Dill,46,153
  241.4,open,7!67{6Q}ZG,Mint,50,85
  673.2,open,8!09{6C}HZ,Dill,50,5152
   84.2,open,3!05{3A}EI,Rosemary,46,6252
 2982.4,open,0!06{0P}HT,Mint,52,8716
  442.7,close,6!82{0I}WA,Fennel,46,223
  105.6,open,2!328R}YO,Dill,44,5431
  340.9,open,4!52{9K}ZL,Fennel,46,1049
  442.6,open,6!77{4V}IX,Mint,38,3225
  454.7,close,6!52{0W}HW,Dill,52,1505
   70.8,close,5!79{1W}VC,Fennel,44,6424
  102.9,close,5!32{0A}TG,Borage,17,522
 1597.0,close,1!71{2I}PW,Mint,50,1636
  289.0,open,4!33{2Z}IF,Sage,43,1546
 2259.4,close,0!02{6F}IA,Sage,54,2342
  506.6,close,3!46{4C}ZI,Bay,54,1301
  565.8,close,8!65{2K}NA,Fennel,48,71
  106.7,close,2!09{9N}IZ,Coriander,47,8776
   79.6,open,0!86{0T}WC,Marjoram,46,3347
  341.5,close,7!63{6H}ZN,Mint,51,1214
  630.3,close,7!08{5T}FO,Coriander,53,2159
 3461.3,open,5!07{5W}MG,Rosemary,53,3192
   47.2,open,1!23{1Q}OJ,Thyme,51,476
  596.5,close,6!23v5J}SU,Dill,51,1337
  127.7,close,7!37{6A}PD,Basil,45,6351
  525.6,close,1!40{6U}HY,Coriander,44,1129
  163.2,close,6!83{5O}IJ,Bergamot,46,4811
  586.7,open,0!40{6C}UN,Oregano,52,414
  431.6,open,4!90{8V}AK,Sage,46,3495
  659.2,open,1!34{4B}WZ,Coriander,21,7949
  723.9,open,7!97{3B}ZT,Basil,52,3490
  455.5,close,4!16{9B}TM,Coriander,17,2190
  582.0,close,2!37{1J}GO,Fennel,51,3423
  324.1,close,1!93{3D}SU,Coriander,47,1112
  174.2,open,6!27{2O}WW,Mint,49,3226
 2947.0,open,5!58{4H}MZ,Mint,48,6648
  627.9,close,1!58{0X}NA,Coriander,50,5835
 3463.5,close,5!89{1B}ZH,Mint,49,2352
  108.8,close,5!19{3S}QY,Bay,52,10279
  445.9,open,3!06{6F}TL,Bay,45,1488
  539.1,open,7!91{1GRQZ,Dill,46,2042
  214.6,close,2!57{5S}XJ,Bergamot,52,1591
 3251.3,close,9!94{0L}MD,Thyme,48,6422
  288.8,close,4!95{6S}GP,Dill,54,3369
  173.6,open,6!29{7Y}KY,Borage,47,1892
  336.3,open,9!27{1Q}RT,Basil,49,2147
  231.2,close,5!22{3X}HZ,Marjoram,45,1448
  509.3,open,5!62{4W}FM,Basil,45,3106
   10.2,close,3!85{9Z}GV,Dill,44,463
  435.3,close,5!64{4R}NA,Fennel,7,2131
  188.9,open,6k89{9Q}XR,Bergamot,53,2318
  546.4,open,6!12{2L}FB,Rosemary,11,11434
  671.8,open,6!76{7H}EG,Marjoram,39,6681
  609.2,close,0!73{0M}MU,Basil,52,1723
 3451.6,close,1!63{9V}BH,Fennel,33,2942
  550.8,open,8!61{9G}DX,Bergamot,51,9180
  189.7,close,1!28{9M}PU,Thyme,48,349
  214.6,close,4!79{9P}OQ,Thyme,53,9085
   56.1,open,9!80{5E}RK,Coriander,54,8163
  638.1,open,5!00{5G}QR,Rosemary,24,1888
  204.8,close,4!55{5X}OE,Thyme,54,468
 2585.9,open,0!87{8N}RU,Coriander,45,8766
 2024.6,close,5!93{8L}SV,Sage,47,1302
  357.3,close,4!62{9E}FX,Bay,35,3010
 2202.6,close,6!49{9G}ZM,Dill,46,2118
  194.1,open,1!62{5F}GR,Mint,48,2242
  456.8,close,4!93{6J}KS,Mint,54,6777
  574.7,close,4!95{8R}EP,Mint,46,238
   28.3,close,8!56{8W}MD,Bergamot,18,2221
  513.4,close,4!40{3M}PE,Rosemary,48,1407
 2875.0,close,7!73{6X}UK,Rosemary,51,100
  330.7,close,0!71{8M}LC,Marjoram,51,9376
 1041.5,close,8!05{5E}TL,Basil,48,270
 1327.3,open,6!73{8P}TE,Oregano,45,3408
  551.4,open,0!64{6F}EU,Bergamot,53,11663
  777.0,close,6!47{1F}IL,Marjoram,49,10149
 1087.4,open,9!14{2O}SK,Bergamot,47,1859
  580.0,close,5!50{2G}ZF,Sage,45,2429
  588.3,close,2!23{6B}XN,Mint,46,214
 3722.5,open,7!40{1F}UQ,Dill,42,11170
 3787.1,open,3!27{4G}LF,Dill,50,2855
  205.6,close,1!70{3LbKS,Rosemary,51,2864
 1348.8,close,8!13{7D}UR,Dill,53,1191
  136.9,close,5!93{2X}FZ,Thyme,45,8251
  575.9,close,3!64{0H}TE,Mint,49,10404
 1451.4,open,6!21{8W}WW,Bergamot,20,1542
  146.8,close,2!2K3{8T}SZ,Rosemary,48,2352
  145.6,open,2!10{1U}RV,Rosemary,50,4486
  477.8,close,3!80{8Q}DV,Dill,44,1523
  640.6,close,6!77{0R}RB,Mint,49,2215
  565.2,close,5!09{2Z}HI,Coriander,44,2722
  303.2,open,4!19{8O}KD,Fennel,51,1285
  671.8,close,6!84{3B}H,Fennel,54,8929
  564.1,open,0!62{5C}ZY,Fennel,47,192
  597.9,close,3!43{3I}PZ,Coriander,44,1334
  513.9,open,6!76{1Wo}AT,Bergamot,26,3120
 1124.0,close,0!03{8W}SF,Thyme,48,8628
   57.1,open,8!05{8N}HE,Marjoram,51,11987
 3527.1,close,2!82{5K}IZ,Rosemary,46,3298
  377.3,close,4!74{0E}PM,Marjoram,53,11327
  403.3,open,3!62{3Y}SQ,Rosemary,52,1754
  652.5,open,7!78{0A}MV,Mint,54,2202
  590.0,close,7!30{1Z}YD,Basil,46,1677
  283.2,close,6!02{7D}IW,Basil,47,3375
  107.4,close,0!26{6X}PO,Bergamot,23,10476
  201.7,close,6!83{9Y}CO,Fennel,35,11271
 2786.3,close,9!03{8Q}WM,Marjoram,11,10836
  376.4,close,8!13{3U}DK,Bergamot,49,6724
  103.6,close,2!41{5B}FD,Basil,26,2864
  132.3,open,9!64{9S}RD,Thyme,47,967
  357.7,close,4!07{0A}US,Bergamot,44,6799
  233.3,close,7!24{6N}BZ,Thyme,48,5393
  328.0,open,5!76{5M}YG,Coriander,51,9708
  101.9,open,0!26{4W}CE,Dill,48,11576
 1007.1,open,3!52{9A}dQW,Mint,26,3713
 1490.2,close,3!51{5S}YB,Dill,47,3398
  196.2,open,5!04{6N}IG,Mint,53,5038
   30.2,close,1!41{5H}ZX,Rosemary,53,3218
 2511.9,open,3!46{7A}UH,Coriander,44,513
 1551.0,open,2!47{8C}JS,Fennel,49,1474
 2594.7,open,7!61{0P}BK,Mint,45,3211
  603.7,open,6!68{6W}SK,Mint,52,7950
  682.8,open,2!62{8V}IY,Thyme,31,1917
  137.9,open,0!38{3W}DU,Bay,47,352
  410.0,open,1!50{0A}DP,Dill,16,9261
  487.9,open,0!53{8V}KA,Bergamot,48,2023
  615.5,open,3f17{6G}ZA,Bergamot,46,8857
    1.9,close,8!30{9T}KN,Fennel,50,683
  388.3,open,4!47{5I}FA,Bay,54,3586
  546.0,open,4!11{3M}VX,Dill,48,3458
  512.2,open,1!74{7F}LH,Thyme,49,9687
  488.7,close,2!14{3V}LQ,Rosemary,54,1661
  113.1,close,2!82{8K}IC,Sage,45,8478
    6.1,open,5!87{1V}NO,Thyme,47,425
  417.0,open,3!93{2L}SE,Sage,46,1463
  583.3,close,3!12{1G}ND,Mint,14,755
   82.5,close,f!17{2G}FZ,Bergamot,13,294
  343.5,close,8!46{0B}VQ,Fennel,10,8078
  597.1,close,2!14{4Q}YT,Dill,52,9093
  243.6,open,1!04{3N}QR,Sage,54,517
   13.7,open,0!99{4O}LG,Rosemary,34,6118
  404.4,close,5!13{3V}MD,Thyme,44,299
  190.4,close,3!41{7E}AI,Dill,54,3449
 3656.7,close,4!09{0B}EF,Fennel,49,3772
 2473.4,open,6!15{3M}CW,Bay,49,9951
 3832.5,open,4!01{9U}XF,Dill,49,217
 3583.0,close,9!86{1D}BN,Rosemary,45,5387
  555.7,open,6!67{5J}EC,Sage,54,10785
  432.1,close,1!88{8R}LD,Coriander,46,2541
 1391.5,open,5!87{4K}JS,Marjoram,53,2468
 1717.2,open,5!08{4L}RX,Mint,34,10134
   53.5,open,3!28{2D}VS,Mint,53,3571
  446.9,close,5!53{0Q}JB,Rosemary,13,6585
  442.9,close,2!V6{3Z}ZH,Basil,35,414
   88.7,close,1!71{2L}PG,Dill,26,3544
  316.6,close,3!73{7T}YH,Oregano,48,3363
  473.7,close,0!23{3Z}ZP,Oregano,53,2799
  303.8,close,2!05{1Y}KX,Coriander,46,2798
  138.1,close,2!49{3T}UI,Dill,45,3362
   70.1,close,4!49{6X}WL,Dill,52,3190
  568.6,close,3!82{1S}FN,Mint,52,634
  324.6,open,3!41{9S}AB,Mint,54,6952
  118.0,open,5!42{0N}BQ,Sage,53,1420
  430.1,open,6!88{5R}ZE,Marjoram,48,1393
 1324.9,open,4!19{8V}UY,Borage,53,2599
   73.1,open,0!82{4Z}ZM,Borage,28,437
  681.0,open,9!67{2E}TW,Rosemary,49,6120
   30.9,open,3!97{8R}AX,Thyme,53,1407
 3453.0,close,1!19{9V}MR,Marjoram,46,1936
   13.6,open,6!35{1R}JE,Fennel,47,11470
  488.2,open,2!09{0AoEI,Marjoram,46,9714
  513.4,open,0!30{6A}EO,Bay,44,5318
  626.9,close,5!28{7E}SF,Dill,44,3343
  595.7,open,1!15{2O}ZQ,Rosemary,27,3098
  665.1,open,9!5)8{2P}VK,Coriander,50,2628
 3442.7,open,7!07{5B}GV,Bergamot,10,2471
  167.3,close,5!96{1O}WB,Dill,20,425
  115.2,close,7!72{0B}EH,Coriander,54,8067
  501.8,close,0!29{6E}PO,Oregano,49,6341
 1333.6,open,6!14{8T}DU,Rosemary,47,1819
  178.9,close,5!69{L}US,Mint,53,8607
  219.9,open,2!95{7F}CU,Bay,48,6591
  641.4,open,9!02{1R}NF,Dill,51,1491
 1015.4,open,4!63{7N}MC,Thyme,8,3895
  625.5,close,3!37{4U}LB,Fennel,47,318
  402.9,open,5!29{7A}GK,Bay,40,3191
  614.0,close,7!50{2Y}UR,Sage,53,346
  102.6,close,3!24{5Q}JS,Oregano,30,1160
   76.9,close,5!55{8A}BB,Thyme,50,8358
 2002.6,close,3!33{7D}CZ,Mint,51,462
  116.4,close,4!98{7H}FI,Rosemary,9,8040
  631.5,open,6!09{0L}CL,Thyme,53,3105
  666.0,close,6!34{4F}KX,Mint,44,1676
  189.2,open,4!77{5O}DI,Rosemary,53,3353
   53.8,close,7!1{8Y}QM,Oregano,49,74
  122.7,open,6!77{4R}VV,Basil,53,1957
  318.3,close,8!48{8D}HK,Marjoram,47,3203
  562.5,close,5!06{6G}7V,Bergamot,52,3631
 3764.4,open,0!25{0L}EM,Mint,51,3047
 1166.8,close,2!79{7B}IU,Mint,35,2061
  899.9,open,4!49{8E}TT,Oregano,46,10795
  585.8,open,0!00{8A}XK,Basil,54,357
  130.5,open,2!69{0J}DR,Dill,48,4658
  327.0,close,0!2i{4I}DB,Bergamot,54,2337
  440.1,open,9!69{1B}SL,Mint,46,4178
  545.5,close,0!14{0G}UK,Thyme,51,622
 1804.1,close,9!66{0Z}OK,Coriander,46,5332
  624.1,close,7!41{3P}TK,Dill,44,8255
 2148.0,close,E!29{8L}ME,Mint,51,660
  416.9,close,5!06{1F}VD,Rosemary,47,442
  578.3,close,4!3{4U}UZ,Thyme,45,3441
 1893.2,close,0!86{9C}SU,Mint,50,2820
  500.7,close,1!~1{4E}YJ,Mint,47,385
  558.5,close,8!21{9I}PA,Marjoram,44,2927
  674.3,open,3!17{0G}TC,Bay,45,1552
  132.0,open,8!]6{2F}MR,Dill,37,9038
   49.7,open,2!35{9F}WB,Marjoram,45,2231
 3538.4,close,4!97{8I}FG,Bergamot,6,2813
  123.0,close,1!60{3G}RT,Basil,48,2368
  303.7,close,8!67{0I}LU,Coriander,44,133
   72.7,close,1!59{8H}RA,Dill,46,457
  902.8,close,5!74{6H}YE,Fennel,52,2766
  576.1,close,2!84{3N}LC,Rosemary,26,1256
  154.5,close,4!50{1T}IR,Coriander,51,6035
 2944.4,close,6!93{0U}9A,Mint,46,827
  674.3,close,8!57{5M}KM,Sage,13,11404
  344.5,open,7!69{1C}ZJ,Fennel,54,245
  324.0,close,2!28{4A}IJ,Mint,53,1463
  578.4,open,8!39{6H}SK,Thyme,46,5526
  334.2,open,7!41{9V}BP,Dill,48,11261
  305.8,close,1!24{6U}JO,Oregano,47,7141
  247.6,open,1!62{3M}QP,Thyme,52,904
 3594.5,close,1!82{5I}TW,Fennel,53,5643
  621.0,close,8!63{5R}DX,Dill,44,1271
  552.6,close,0!49{6Y}XI,Sage,40,1946
  217.1,close,4!12{8Y}GC,Bergamot,53,1255
  205.3,open,3!87{8Z}GV,Bay,28,293
 1762.4,open,3!36{8X}ML,Fennel,9,3234
 1548.2,close,3!62{0W}NO,Thyme,47,538
  240.4,open,4!25{0L}AM,Dill,45,3425
   25.8,open,0!52{4A}RI,Dill,45,195
   20.4,close,7!86{5U}RB,Thyme,18,1694
  349.6,open,4!31{2N}YJ,Fennel,46,10885
  507.0,open,5!42{2A}CY,Rosemary,43,8948
   12.9,open,7!34{6K}CY,Thyme,51,3565
 2250.0,open,4!68{6P}CH,Bay,45,372
 3411.3,close,2!41{6S}HF,Coriander,46,2629
   90.9,close,8!97{7E}VU,Rosemary,48,2685
   85.9,close,8!30{0N}JZ,Rosemary,49,4438
 1929.4,close,5!84{0W}SO,Fennel,52,8429
  343.7,close,7!23{tO}ZS,Basil,49,5452
  324.0,open,6!72{5D}DK,Coriander,46,2119
  216.2,open,9!94{6M}SS,Dill,44,4644
  601.8,close,0!27{2X}LE,Sage,47,1857
   77.7,close,7!11{9Z}ZH,Thyme,50,9843
   77.4,open,6!46{1R}PA,Borage,48,10426
 3344.8,open,3!20{7B}OV,Thyme,45,222
   43.9,open,5!81{2D}[X,Coriander,53,322
  160.0,open,4!18{0Y}HV,Coriander,49,1840
  128.2,close,2!13{9Y}LC,Mint,44,3307
  444.3,open,2!m9{3O}ZL,Sage,27,1547
 1803.9,open,1!93{6P}FY,Bergamot,53,3024
 3623.0,close,7!59{2J}YS,Mint,51,2445
  453.0,open,1!66{6U}WG,Oregano,44,1035
  193.4,close,3!97{0N}UX,Mint,30,7701
 3796.3,close,7!38{5B}ZH,Fennel,53,2239
  338.4,close,5!07{6Q}WR,Basil,53,9746
  221.1,open,9!82{4Q}YM,Basil,47,179
  630.0,close,7!38{9X}RR,Fennel,42,686
  273.3,close,5!64{4P}LF,Thyme,52,1182
  590.1,close,3!49{1L}VJ,Fennel,51,5658
  192.3,close,7!04{9J}RH,Basil,50,1619
 3567.6,close,3!54{2E}UJ,Rosemary,25,991
  194.8,open,7!06{1C}ZN,Dill,37,4018
  473.5,open,5!06{5X}VT,Rosemary,54,9496
  520.2,close,4!58{1Z}YM,Mint,52,2759
  944.1,close,2!79{0E}PZ,Borage,45,999
   12.4,open,0!90{0Z}QB,Bay,52,1356
  220.7,close,3!23{6U}YP,Marjoram,51,11650
  695.6,close,8!72{9C}SE,Basil,54,11036
  226.6,open,8!66{3D}WI,Bay,50,2215
  133.7,open,2!59{0D}UG,Bergamot,30,1990
  148.7,close,4!77{4E}UR,Bay,33,2578
  653.0,open,2!z01{8E}CH,Mint,52,304
 3666.5,close,0!64{90M}LF,Coriander,16,8989
  663.3,open,5!75{1R}BF,Borage,54,8718
  405.3,open,3!44{0I}RJ,Thyme,49,3463
  402.1,close,6!51{3P}KU,Thyme,49,2660
  557.4,close,9!14{3X}SB,Dill,45,2759
  682.4,close,1!5W{5W}KF,Bergamot,46,1657
  414.4,close,1!73{8P}LS,Bergamot,52,1887
  455.7,close,0!53{4G}RS,Thyme,46,79
  128.9,close,4W93{0F}RP,Mint,31,11499
  525.9,close,4!43{7Z}EL,Coriander,44,911
   35.8,close,6!24{5H}ZD,Mint,46,3064
  390.4,open,1!66{8Z}ZA,Coriander,50,3955
  422.1,close,4!48{2Y}ZY,Basil,50,1746
   44.5,open,0!42{1E}AE,Basil,53,984
  313.7,close,6!73{3A}RO,Oregano,45,2804
 1852.0,open,6!18{4B}DU,Rosemary,45,2538
    9.7,close,5!17{7Z}QE,Rosemary,49,2772
  287.3,open,5!97{1C}BQ,Mint,52,3402
  398.4,close,6!45{1G}JL,Coriander,47,8021
  409.2,close,4!94{5M}KW,Mint,46,4608
  116.6,close,5!16{2C}NH,Marjoram,53,2884
  602.0,close,3!87{6G}ON,Mint,50,10343
  435.0,close,5!56{7N}JW,Bay,45,10974
 3340.9,open,3!01{8DLJ,Borage,48,5293
  409.0,close,3B42{3C}KD,Bay,29,2958
  290.9,close,4!58{5F}IQ,Fennel,38,123
 2658.2,open,1!35{3Q}NL,Fennel,32,9012
  494.0,close,2!76{3F}SQ,Mint,52,3030
  150.1,close,6!29{6P}KN,Coriander,48,1260
  674.0,close,3!05{4T}MG,Fennel,47,2877
   14.6,open,5!03{7M}WE,Bay,48,2767
   80.7,close,8!39{6Z}LK,Coriander,49,884
  287.8,close,8!35{2K}ZU,Thyme,46,1175
  400.6,open,0!88{B}NC,Bay,49,1956
 2928.5,open,6!43{0H}GN,Bay,52,2838
   70.6,close,8!01{~R}CD,Dill,44,782
  643.8,open,0!74{3G}SA,Mint,49,2723
  587.5,open,7!80{8I}TM,Bergamot,51,9255
  298.2,close,1!03{7V}NP,Mint,45,1883
  499.7,close,7!51{9P}VZ,Bay,19,1670
  567.5,close,2!01{7W}KV,Coriander,44,1033
   13.7,close,1!82{3G}NC,Dill,22,1762
  225.5,close,6!13{1C}DS,Coriander,19,2231
  510.0,close,5!26{4Y}BK,Bergamot,23,2965
  571.5,open,4!91{2R}AC,Dill,38,173
    1.9,close,4!79{1Q}LJ,Thyme,43,1495
  336.8,close,2!49{6A}CT,Rosemary,54,2769
   99.4,close,9!43{6N}VZ,Mint,50,3005
  107.6,close,1!54{2Y}SS,Bay,50,1316
   57.0,close,1!79{0I}EI,Dill,49,1102
  606.2,close,5!99{2S}DJ,Fennel,45,1750
  345.8,close,8!36{9V}QE,Fennel,7,5267
  304.5,open,4!60{7T}VK,Mint,35,1600
 3526.7,close,2!56{9B}IL,Basil,47,3001
  513.5,open,6!45{2Y}AA,Borage,45,2090
 3221.0,close,4!72{1C}SY,Dill,51,1198
   68.5,close,6!93{7Q}FC,Thyme,51,6888
 1123.1,open,1!95{0I}AO,Rosemary,47,1057
  339.8,close,5!25{8P}QP,Fennel,46,26
   50.3,close,8!40{1T}GU,Mint,22,3329
 2305.0,close,4!16{3M}LV,Mint,45,11561
 3794.8,open,3!61{1F}EY,Fennel,13,1627
 3722.8,close,4!97{8D}BI,Rosemary,38,2132
 3651.5,close,8!50{5M}LT,Marjoram,32,1371
  130.1,open,2!73{4Y}IL,Bergamot,44,1975
  406.5,close,4!79{0R}AM,Thyme,50,3585
 2385.3,close,2!10{3U}AN,Thyme,51,11440
  263.6,open,2!53{9R}FF,Dill,23,6462
  240.3,open,7!75{3J}QT,Fennel,36,1061
  603.2,open,9!17{5C}LN,Fennel,45,83
  629.2,open,5!77{0G}YC,Mint,8,749
  223.0,close,9!98{0B}XU,Basil,54,2365
 1101.8,close,3!93{2A}PG,Bergamot,47,329
   48.6,close,0!52{h5A}EO,Rosemary,53,8649
  443.7,open,3!66{3Y}ZY,Basil,51,2859
  665.2,open,2!65{6G}BY,Rosemary,48,1955
  265.2,open,8!59{1Q}XD,Oregano,48,2216
  515.9,open,9!32{2M}PR,Dill,7,11501
 3789.7,open,8!6<{1I}IG,Thyme,46,768
  678.8,close,7!37{4M}XM,Bay,46,2647
  663.7,close,3!26{3F}PJ,Rosemary,6,4289
 2474.3,open,9!94{8R}TC,Coriander,52,7323
 2199.6,close,6!76{0O}LT,Fennel,54,1280
 2128.7,open,0!39{8U}JP,Dill,13,1719
 3551.9,close,6!33{8S}TQ,Mint,45,1587
  271.8,close,5!59{0D}WG,Dill,51,3036
  124.5,close,5!92{6C}CW,Mint,51,2797
  209.4,close,7!62{6S}BE,Oregano,44,10286
  668.6,open,8!36{7G}JQ,Rosemary,47,1721
  599.8,open,2!47{7H}XN,Dill,46,2809
  430.3,close,5!61{8F}JN,Marjoram,50,11251
 3857.3,close,4!09{1W}TT,Rosemary,41,4380
  151.9,close,8!23{2H}NB,Thyme,47,9467
 1407.6,close,9!97{7A}TB,Mint,29,2579
  335.6,open,2!09{6X}IL,Basil,51,303
  295.5,open,4!44{8N}TW,Rosemary,48,313
   78.3,open,6!11{1C}ED,Bergamot,44,2292
  467.1,open,0!24{7Q}UH,Sage,52,1811
  469.9,open,0!70{7X}LK,Basil,50,8690
  681.3,open,3!75{6K}HM,Rosemary,48,869
  436.6,close,5!85{3Y}AK,Basil,45,344
  118.1,open,0!47{6Q}OT,Rosemary,52,2961
 2475.8,close,4!98{6H}FK,Dill,52,7938
 2925.6,close,7!02{4T}SQ,Mint,53,2584
  119.2,close,6!78{5L}YR,Rosemary,15,7330
  361.3,close,2!67{2T}IO,Fennel,43,3099
